Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
42664150,05/14/2019 11:18:43 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221,400 CENTRAL AVENUE,CENTRAL AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:26:46 PM,04 BROOKLYN,BROOKLYN,1006930,191699,Unspecified,BROOKLYN,,,,,,,,40.69281718426412,-73.91821446810988,"(40.69281718426412, -73.91821446810988)"
42664151,05/14/2019 01:03:18 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11422,249-41 145 AVENUE,145 AVENUE,249 STREET,253 STREET,249 STREET,253 STREET,ADDRESS,ROSEDALE,,,In Progress,,05/14/2019 05:22:13 PM,13 QUEENS,QUEENS,1057124,179345,Unspecified,QUEENS,,,,,,,,40.65863742257283,-73.73734598002443,"(40.65863742257283, -73.73734598002443)"
42664152,05/14/2019 02:33:20 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 06:36:46 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42664153,05/14/2019 02:53:48 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,364 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 06:56:53 PM,08 BROOKLYN,BROOKLYN,994210,184485,Unspecified,BROOKLYN,,,,,,,,40.67303985538759,-73.96409425706678,"(40.67303985538759, -73.96409425706678)"
42664154,05/14/2019 05:53:45 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10014,144 WEST 10 STREET,WEST 10 STREET,GREENWICH AVENUE,WAVERLY PLACE,GREENWICH AVENUE,WAVERLY PLACE,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 10:05:13 PM,02 MANHATTAN,MANHATTAN,984016,206894,Unspecified,MANHATTAN,,,,,,,,40.73455289074815,-74.00084434738443,"(40.73455289074815, -74.00084434738443)"
42664155,05/14/2019 09:41:36 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,623 MACON STREET,MACON STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 01:56:14 PM,03 BROOKLYN,BROOKLYN,1004585,188386,Unspecified,BROOKLYN,,,,,,,,40.68372946190149,-73.92668068365434,"(40.68372946190149, -73.92668068365434)"
42664156,05/14/2019 08:15:43 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11221,530 PUTNAM AVENUE,PUTNAM AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,,,In Progress,,05/15/2019 12:19:59 AM,03 BROOKLYN,BROOKLYN,1000839,188903,Unspecified,BROOKLYN,,,,,,,,40.685156321879944,-73.9401858806333,"(40.685156321879944, -73.9401858806333)"
42665223,05/14/2019 07:00:00 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11429,222-30 100 AVENUE,100 AVENUE,,,,,LATLONG,QUEENS VILLAGE,,,In Progress,,05/14/2019 11:02:57 PM,13 QUEENS,QUEENS,1059154,200031,Unspecified,QUEENS,,,,,,,,40.71539854019257,-73.72979948067677,"(40.71539854019257, -73.72979948067677)"
42665224,05/14/2019 09:40:06 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,826 MARCY AVENUE,MARCY AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/15/2019 01:42:25 AM,03 BROOKLYN,BROOKLYN,998809,188957,Unspecified,BROOKLYN,,,,,,,,40.68530811137981,-73.94750523053887,"(40.68530811137981, -73.94750523053887)"
42665225,05/14/2019 08:49:48 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,621 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 12:52:48 PM,09 BROOKLYN,BROOKLYN,995314,179086,Unspecified,BROOKLYN,,,,,,,,40.658219489952515,-73.9601232042011,"(40.658219489952515, -73.9601232042011)"
42665226,05/14/2019 11:25:48 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11237,123-139 WYCKOFF AVE,WYCKOFF AVE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/15/2019 03:27:21 AM,04 BROOKLYN,BROOKLYN,1006780,195775,Unspecified,BROOKLYN,,,,,,,,40.704005232392994,-73.91874174273164,"(40.704005232392994, -73.91874174273164)"
42665227,05/14/2019 03:16:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11226,2101 BEVERLEY ROAD,BEVERLEY ROAD,EAST 21 STREET,FLATBUSH AVENUE,EAST 21 STREET,FLATBUSH AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 07:18:22 PM,14 BROOKLYN,BROOKLYN,995673,174267,Unspecified,BROOKLYN,,,,,,,,40.644991929237165,-73.95883746058479,"(40.644991929237165, -73.95883746058479)"
42665228,05/14/2019 10:29:58 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10029,306 EAST 116 ST-MARIN BOULEVARD,EAST 116 ST-MARIN BOULEVARD,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 02:49:21 PM,11 MANHATTAN,MANHATTAN,1001527,229623,Unspecified,MANHATTAN,,,,,,,,40.79692122756707,-73.93760060676607,"(40.79692122756707, -73.93760060676607)"
42665229,05/14/2019 01:55:31 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11102,,,,,,,INTERSECTION,ASTORIA,,,In Progress,,05/14/2019 06:14:46 PM,01 QUEENS,QUEENS,1006767,220212,Unspecified,QUEENS,,,,,,,,40.77107875017134,-73.91870683610476,"(40.77107875017134, -73.91870683610476)"
42665230,05/14/2019 12:08:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10459,925 UNION AVENUE,UNION AVENUE,EAST 161 STREET,EAST 163 STREET,EAST 161 STREET,EAST 163 STREET,ADDRESS,BRONX,,,In Progress,,05/14/2019 04:20:01 PM,03 BRONX,BRONX,1011326,238778,Unspecified,BRONX,,,,,,,,40.82202455672371,-73.90217262620004,"(40.82202455672371, -73.90217262620004)"
42665231,05/14/2019 08:39:25 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10039,2530 7 AVENUE,7 AVENUE,WEST 146 STREET,WEST 147 STREET,WEST 146 STREET,WEST 147 STREET,ADDRESS,NEW YORK,,,In Progress,,05/15/2019 12:50:22 AM,10 MANHATTAN,MANHATTAN,1001309,238989,Unspecified,MANHATTAN,,,,,,,,40.82262871685892,-73.93836415600407,"(40.82262871685892, -73.93836415600407)"
42665232,05/14/2019 10:56:24 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10002,125 MADISON STREET,MADISON STREET,MARKET STREET,MECHANICS ALLEY,MARKET STREET,MECHANICS ALLEY,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 03:10:46 PM,03 MANHATTAN,MANHATTAN,985928,198806,Unspecified,MANHATTAN,,,,,,,,40.712353133445234,-73.99394725198071,"(40.712353133445234, -73.99394725198071)"
42666324,05/14/2019 06:56:56 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,565 WEST 148 STREET,WEST 148 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/14/2019 10:59:55 PM,09 MANHATTAN,MANHATTAN,998485,241056,Unspecified,MANHATTAN,,,,,,,,40.828307045435444,-73.94856315769266,"(40.828307045435444, -73.94856315769266)"
42666325,05/14/2019 02:19:55 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10314,209 WOODBINE AVENUE,WOODBINE AVENUE,THURSTON STREET,AUBURN AVENUE,THURSTON STREET,AUBURN AVENUE,ADDRESS,STATEN ISLAND,,,In Progress,,05/14/2019 06:25:11 PM,01 STATEN ISLAND,STATEN ISLAND,942848,162834,Unspecified,STATEN ISLAND,,,,,,,,40.61352139466451,-74.14912096575138,"(40.61352139466451, -74.14912096575138)"
42666327,05/14/2019 12:45:00 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,230 WEST 97 STREET,WEST 97 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 04:50:34 PM,07 MANHATTAN,MANHATTAN,992270,228995,Unspecified,MANHATTAN,,,,,,,,40.795210788509564,-73.97103488785471,"(40.795210788509564, -73.97103488785471)"
42666328,05/14/2019 07:44:26 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 11:47:35 AM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42666329,05/14/2019 11:23:54 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10456,336 EAST 167 STREET,EAST 167 STREET,FINDLAY AVENUE,TELLER AVENUE,FINDLAY AVENUE,TELLER AVENUE,ADDRESS,BRONX,,,In Progress,,05/15/2019 03:35:27 AM,04 BRONX,BRONX,1008390,242057,Unspecified,BRONX,,,,,,,,40.8310329847214,-73.91276878266842,"(40.8310329847214, -73.91276878266842)"
42666330,05/14/2019 11:23:33 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11205,259 WASHINGTON AVENUE,WASHINGTON AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 03:47:12 PM,02 BROOKLYN,BROOKLYN,993573,191003,Unspecified,BROOKLYN,,,,,,,,40.69093097514499,-73.96638162028592,"(40.69093097514499, -73.96638162028592)"
42667403,05/14/2019 12:10:31 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,277 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 04:14:46 PM,02 BROOKLYN,BROOKLYN,993727,190869,Unspecified,BROOKLYN,,,,,,,,40.69056301249009,-73.96582649076603,"(40.69056301249009, -73.96582649076603)"
42667404,05/14/2019 11:02:32 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,277 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:10:46 PM,02 BROOKLYN,BROOKLYN,993727,190869,Unspecified,BROOKLYN,,,,,,,,40.69056301249009,-73.96582649076603,"(40.69056301249009, -73.96582649076603)"
42667405,05/14/2019 09:42:48 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10025,230 WEST 107 STREET,WEST 107 STREET,,,,,LATLONG,NEW YORK,,,In Progress,,05/14/2019 01:46:43 PM,07 MANHATTAN,MANHATTAN,993438,231300,Unspecified,MANHATTAN,,,,,,,,40.801536248050695,-73.9668133738856,"(40.801536248050695, -73.9668133738856)"
42667406,05/14/2019 11:39:25 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11205,259 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:48:14 PM,02 BROOKLYN,BROOKLYN,993702,191032,Unspecified,BROOKLYN,,,,,,,,40.69101043662531,-73.96591641060134,"(40.69101043662531, -73.96591641060134)"
42667408,05/14/2019 03:30:01 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,2 WEST 70 STREET,WEST 70 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 07:48:20 PM,07 MANHATTAN,MANHATTAN,990526,221661,Unspecified,MANHATTAN,,,,,,,,40.77508232581781,-73.97734038714972,"(40.77508232581781, -73.97734038714972)"
42667409,05/14/2019 10:39:09 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11205,419 FLUSHING AVENUE,FLUSHING AVENUE,FRANKLIN AVENUE,SKILLMAN STREET,FRANKLIN AVENUE,SKILLMAN STREET,ADDRESS,BROOKLYN,,,In Progress,,05/15/2019 02:48:37 AM,01 BROOKLYN,BROOKLYN,995811,193861,Unspecified,BROOKLYN,,,,,,,,40.69877288110336,-73.9583065741511,"(40.69877288110336, -73.9583065741511)"
42668540,05/14/2019 05:29:02 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11427,218-04 85 AVENUE,85 AVENUE,,,,,LATLONG,QUEENS VILLAGE,,,In Progress,,05/14/2019 09:33:14 PM,11 QUEENS,QUEENS,1053171,205736,Unspecified,QUEENS,,,,,,,,40.73110595247064,-73.75132335879161,"(40.73110595247064, -73.75132335879161)"
42668541,05/14/2019 08:25:55 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11233,34 PLEASANT PLACE,PLEASANT PLACE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 12:35:31 PM,16 BROOKLYN,BROOKLYN,1009214,185766,Unspecified,BROOKLYN,,,,,,,,40.67652631499289,-73.91000020500232,"(40.67652631499289, -73.91000020500232)"
42668542,05/14/2019 03:18:36 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,1514 NEWKIRK AVENUE,NEWKIRK AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 07:21:36 PM,14 BROOKLYN,BROOKLYN,994615,170881,Unspecified,BROOKLYN,,,,,,,,40.63569938660423,-73.96265514251829,"(40.63569938660423, -73.96265514251829)"
42668543,05/14/2019 11:01:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11205,259 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:09:41 PM,02 BROOKLYN,BROOKLYN,993702,191032,Unspecified,BROOKLYN,,,,,,,,40.69101043662531,-73.96591641060134,"(40.69101043662531, -73.96591641060134)"
42668544,05/14/2019 08:31:44 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11203,456 SCHENECTADY AVENUE,SCHENECTADY AVENUE,LEFFERTS AVENUE,EAST NEW YORK AVENUE,LEFFERTS AVENUE,EAST NEW YORK AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 12:43:39 PM,09 BROOKLYN,BROOKLYN,1002424,180720,Unspecified,BROOKLYN,,,,,,,,40.66269272007171,-73.93449299269521,"(40.66269272007171, -73.93449299269521)"
42668545,05/14/2019 05:28:59 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11417,107-16 101 STREET,101 STREET,ROCKAWAY BOULEVARD,BEND,ROCKAWAY BOULEVARD,BEND,ADDRESS,OZONE PARK,,,In Progress,,05/14/2019 09:35:17 PM,10 QUEENS,QUEENS,1029104,186853,Unspecified,QUEENS,,,,,,,,40.679431443123086,-73.83828600209497,"(40.679431443123086, -73.83828600209497)"
42668546,05/14/2019 11:59:17 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11103,25-90 35 STREET,35 STREET,ASTORIA BOULEVARD,28 AVENUE,ASTORIA BOULEVARD,28 AVENUE,ADDRESS,ASTORIA,,,In Progress,,05/15/2019 04:00:56 AM,01 QUEENS,QUEENS,1007726,219465,Unspecified,QUEENS,,,,,,,,40.7690259358455,-73.91524716819194,"(40.7690259358455, -73.91524716819194)"
42668547,05/14/2019 08:31:12 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11385,1644 PUTNAM AVENUE,PUTNAM AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,,,In Progress,,05/15/2019 12:37:14 AM,05 QUEENS,QUEENS,1009819,194034,Unspecified,QUEENS,,,,,,,,40.69921833827583,-73.9077876926537,"(40.69921833827583, -73.9077876926537)"
42668548,05/14/2019 08:54:35 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11216,15 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 01:00:59 PM,03 BROOKLYN,BROOKLYN,1001330,187161,Unspecified,BROOKLYN,,,,,,,,40.6803739959036,-73.93841992282506,"(40.6803739959036, -73.93841992282506)"
42669712,05/14/2019 11:40:11 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,432 SUYDAM STREET,SUYDAM STREET,,,,,LATLONG,BROOKLYN,,,In Progress,,05/15/2019 03:42:37 AM,04 BROOKLYN,BROOKLYN,1006684,196618,Unspecified,BROOKLYN,,,,,,,,40.70631931178749,-73.91908517429727,"(40.70631931178749, -73.91908517429727)"
42669713,05/14/2019 01:42:43 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,2071 WALTON AVENUE,WALTON AVENUE,EAST BURNSIDE AVENUE,EAST 181 STREET,EAST BURNSIDE AVENUE,EAST 181 STREET,ADDRESS,BRONX,,,In Progress,,05/14/2019 05:51:44 PM,05 BRONX,BRONX,1010267,250439,Unspecified,BRONX,,,,,,,,40.8540337812248,-73.9059536262348,"(40.8540337812248, -73.9059536262348)"
42669714,05/14/2019 09:54:34 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11233,672 DECATUR STREET,DECATUR STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,,,In Progress,,05/15/2019 02:04:44 AM,16 BROOKLYN,BROOKLYN,1007573,188287,Unspecified,BROOKLYN,,,,,,,,40.68345036066822,-73.91590758195409,"(40.68345036066822, -73.91590758195409)"
42669715,05/14/2019 10:31:42 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10472,1974 GLEASON AVENUE,GLEASON AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,ADDRESS,BRONX,,,In Progress,,05/14/2019 02:49:22 PM,09 BRONX,BRONX,1023435,242038,Unspecified,BRONX,,,,,,,,40.830926899284655,-73.85840303542712,"(40.830926899284655, -73.85840303542712)"
42670864,05/14/2019 10:59:52 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11205,259 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:09:41 PM,02 BROOKLYN,BROOKLYN,993702,191032,Unspecified,BROOKLYN,,,,,,,,40.69101043662531,-73.96591641060134,"(40.69101043662531, -73.96591641060134)"
42670865,05/14/2019 08:05:10 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11218,400 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,AVENUE C,CORTELYOU ROAD,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 12:11:04 PM,12 BROOKLYN,BROOKLYN,992293,172523,Unspecified,BROOKLYN,,,,,,,,40.64020873869352,-73.97101929732918,"(40.64020873869352, -73.97101929732918)"
42670866,05/14/2019 05:30:18 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11435,,,,,,,INTERSECTION,JAMAICA,,,In Progress,,05/14/2019 09:45:38 PM,08 QUEENS,QUEENS,1036401,196228,Unspecified,QUEENS,,,,,,,,40.705123610697974,-73.81190532098371,"(40.705123610697974, -73.81190532098371)"
42670867,05/14/2019 05:25:41 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11201,29 JORALEMON STREET,JORALEMON STREET,BROOKLYN QUEENS EXPRESSWAY,COLUMBIA PLACE,BROOKLYN QUEENS EXPRESSWAY,COLUMBIA PLACE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 09:29:09 PM,02 BROOKLYN,BROOKLYN,984633,192041,Unspecified,BROOKLYN,,,,,,,,40.69378494748579,-73.99861885763556,"(40.69378494748579, -73.99861885763556)"
42670868,05/14/2019 07:57:30 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11218,1010 DORCHESTER ROAD,DORCHESTER ROAD,CONEY ISLAND AVENUE,EAST 11 STREET,CONEY ISLAND AVENUE,EAST 11 STREET,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 12:09:00 PM,14 BROOKLYN,BROOKLYN,993113,171485,Unspecified,BROOKLYN,,,,,,,,40.63735886809059,-73.96806602023605,"(40.63735886809059, -73.96806602023605)"
42670869,05/14/2019 11:54:56 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10032,765 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BEND,WEST 155 STREET,BEND,WEST 155 STREET,ADDRESS,NEW YORK,,,In Progress,,05/14/2019 04:10:26 PM,12 MANHATTAN,MANHATTAN,998494,243200,Unspecified,MANHATTAN,,,,,,,,40.83419169442454,-73.94852608466239,"(40.83419169442454, -73.94852608466239)"
42670870,05/14/2019 07:51:39 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10314,2216 VICTORY BOULEVARD,VICTORY BOULEVARD,CARMEL AVENUE,O'CONNOR AVENUE,CARMEL AVENUE,O'CONNOR AVENUE,ADDRESS,STATEN ISLAND,,,In Progress,,05/14/2019 11:54:45 AM,01 STATEN ISLAND,STATEN ISLAND,946124,162287,Unspecified,STATEN ISLAND,,,,,,,,40.612034696062125,-74.13731846061239,"(40.612034696062125, -74.13731846061239)"
42670872,05/14/2019 10:03:51 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11225,ROGERS AVENUE,ROGERS AVENUE,LEFFERTS AVENUE,LINCOLN ROAD,LEFFERTS AVENUE,LINCOLN ROAD,BLOCKFACE,BROOKLYN,,,In Progress,,05/14/2019 02:14:23 PM,09 BROOKLYN,BROOKLYN,997107,180384,Unspecified,BROOKLYN,,,,,,,,40.66177979167297,-73.95365841162102,"(40.66177979167297, -73.95365841162102)"
42671925,05/14/2019 11:02:03 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,277 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,In Progress,,05/14/2019 03:10:45 PM,02 BROOKLYN,BROOKLYN,993727,190869,Unspecified,BROOKLYN,,,,,,,,40.69056301249009,-73.96582649076603,"(40.69056301249009, -73.96582649076603)"
42671926,05/14/2019 08:26:12 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,155 WEST 71 STREET,WEST 71 STREET,COLUMBUS AVENUE,BROADWAY,COLUMBUS AVENUE,BROADWAY,ADDRESS,NEW YORK,,,In Progress,,05/15/2019 12:33:11 AM,07 MANHATTAN,MANHATTAN,989492,222544,Unspecified,MANHATTAN,,,,,,,,40.77750660223443,-73.981072974098,"(40.77750660223443, -73.981072974098)"
42671928,05/14/2019 11:26:20 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11225,1141 CARROLL STREET,CARROLL STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 03:38:37 PM,09 BROOKLYN,BROOKLYN,997639,182375,Unspecified,BROOKLYN,,,,,,,,40.66724385595314,-73.95173692483664,"(40.66724385595314, -73.95173692483664)"
42671929,05/14/2019 09:02:19 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11206,312 THROOP AVENUE,THROOP AVENUE,HART STREET,PULASKI STREET,HART STREET,PULASKI STREET,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 01:06:09 PM,03 BROOKLYN,BROOKLYN,1000040,191969,Unspecified,BROOKLYN,,,,,,,,40.693573246429686,-73.94305960776819,"(40.693573246429686, -73.94305960776819)"
42671930,05/14/2019 09:03:16 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10466,4001 BAYCHESTER AVENUE,BAYCHESTER AVENUE,STRANG AVENUE,EDENWALD AVENUE,STRANG AVENUE,EDENWALD AVENUE,ADDRESS,BRONX,,,In Progress,,05/14/2019 01:06:09 PM,12 BRONX,BRONX,1027759,263646,Unspecified,BRONX,,,,,,,,40.8902140150682,-73.84263780840602,"(40.8902140150682, -73.84263780840602)"
42671931,05/14/2019 12:05:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11205,277 WASHINGTON AVENUE,WASHINGTON AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,,,In Progress,,05/14/2019 04:12:39 PM,02 BROOKLYN,BROOKLYN,993593,190874,Unspecified,BROOKLYN,,,,,,,,40.69057687880886,-73.96630967996789,"(40.69057687880886, -73.96630967996789)"
